stage_id,stage_nr,variant_name,model_used,model_family,model_role,model_params_json,score_name,score_formula,view,position,rider,team,actual_rank,predicted_rank,score_topk_raw_sum,predicted_rank_bucket,fh_seq_class_label_0_5,is_cumulative_probability_monotonic,ensemble_pred_top10_native_0_5,ensemble_pred_top10_validated_threshold,validated_top10_threshold,p_top5_raw,p_top10_raw,p_top20_raw,actual_top5,actual_top10,actual_top20
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,11,Mattias Skjelmose,Lidl - Trek,29.0,11,2.354960262775421,rank_11_20,top5,True,1,1,2.1,0.6776804327964783,0.8185559511184692,0.8587238788604736,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,12,Alex Aranburu,Cofidis,114.0,12,2.3375837802886963,rank_11_20,top5,True,1,1,2.1,0.6477848291397095,0.8334873914718628,0.856311559677124,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,13,Magnus Cort,Uno-X Mobility,168.0,13,2.2851449847221375,rank_11_20,top5,False,1,1,2.1,0.6546218395233154,0.821891188621521,0.808631956577301,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,14,Lenny Martinez,Bahrain - Victorious,97.0,14,2.271158277988434,rank_11_20,top5,True,1,1,2.1,0.6968508958816528,0.7212327718734741,0.8530746102333069,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,15,Alex Baudin,EF Education - EasyPost,59.0,15,2.2509384155273438,rank_11_20,top5,False,1,1,2.1,0.7418273687362671,0.7275999188423157,0.781511127948761,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,16,Primož Roglič,Red Bull - BORA - hansgrohe,9.0,16,2.2329508662223816,rank_11_20,top5,True,1,1,2.1,0.7309070825576782,0.7356215119361877,0.7664222717285156,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,17,Tobias Halland Johannessen,Uno-X Mobility,4.0,17,2.126669406890869,rank_11_20,top5,False,1,1,2.1,0.6265654563903809,0.8099761605262756,0.6901277899742126,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,18,Oscar Onley,Team Picnic PostNL,5.0,18,2.0737690329551697,rank_11_20,top5,False,1,0,2.1,0.7063533663749695,0.6278337240219116,0.7395819425582886,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,19,Julian Alaphilippe,Tudor Pro Cycling Team,91.0,19,2.0630396604537964,rank_11_20,top5,True,1,0,2.1,0.6338772773742676,0.7119119167327881,0.7172504663467407,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,20,Santiago Buitrago,Bahrain - Victorious,35.0,20,2.047338545322418,rank_11_20,top5,False,1,0,2.1,0.6574380993843079,0.6130594611167908,0.7768409848213196,0,0,0
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,1,Tadej Pogačar,UAE Team Emirates - XRG,1.0,1,2.877165973186493,top5,top5,False,1,1,2.1,0.9620031714439392,0.9516528844833374,0.9635099172592163,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,2,Jonas Vingegaard,Team Visma | Lease a Bike,2.0,2,2.852355122566223,top5,top5,True,1,1,2.1,0.9292523860931396,0.9415004849433899,0.9816022515296936,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,3,Florian Lipowitz,Red Bull - BORA - hansgrohe,3.0,30,1.6138414442539215,outside_top20,outside_top20,False,1,0,2.1,0.678185760974884,0.48344525694847107,0.4522104263305664,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,4,Tobias Halland Johannessen,Uno-X Mobility,4.0,17,2.126669406890869,rank_11_20,top5,False,1,1,2.1,0.6265654563903809,0.8099761605262756,0.6901277899742126,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,5,Oscar Onley,Team Picnic PostNL,5.0,18,2.0737690329551697,rank_11_20,top5,False,1,0,2.1,0.7063533663749695,0.6278337240219116,0.7395819425582886,1,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,6,Kévin Vauquelin,Arkéa - B&B Hotels,6.0,126,0.20930571667850018,outside_top20,outside_top20,False,0,0,2.1,0.11371631920337677,0.0765732005238533,0.019016196951270103,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,7,Remco Evenepoel,Soudal Quick-Step,7.0,7,2.692184090614319,rank_6_10,top5,False,1,1,2.1,0.934656023979187,0.8747816681861877,0.8827463984489441,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,8,Felix Gall,Decathlon AG2R La Mondiale Team,8.0,51,1.083440750837326,outside_top20,outside_top20,False,1,0,2.1,0.36474213004112244,0.34836849570274353,0.3703301250934601,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,9,Primož Roglič,Red Bull - BORA - hansgrohe,9.0,16,2.2329508662223816,rank_11_20,top5,True,1,1,2.1,0.7309070825576782,0.7356215119361877,0.7664222717285156,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,10,Cristián Rodríguez,Arkéa - B&B Hotels,10.0,45,1.1234553456306458,outside_top20,outside_top20,True,1,0,2.1,0.25707659125328064,0.39328816533088684,0.47309058904647827,0,1,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,11,Einer Rubio,Movistar Team,11.0,54,1.0643499493598938,outside_top20,outside_top20,False,1,0,2.1,0.38849085569381714,0.3901466429233551,0.28571245074272156,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,12,Raúl García Pierna,Arkéa - B&B Hotels,12.0,138,0.16750966757535934,outside_top20,outside_top20,True,0,0,2.1,0.03812139853835106,0.05050412937998772,0.07888413965702057,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,13,Guillaume Martin,Groupama - FDJ,13.0,37,1.3996285200119019,outside_top20,rank_11_20,True,1,0,2.1,0.3271249532699585,0.46144920587539673,0.6110543608665466,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,14,Sergio Higuita,XDS Astana Team,14.0,100,0.3878270983695984,outside_top20,outside_top20,False,0,0,2.1,0.14196354150772095,0.16029541194438934,0.0855681449174881,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,15,Matteo Jorgenson,Team Visma | Lease a Bike,15.0,4,2.7713640928268433,top5,top5,False,1,1,2.1,0.91847825050354,0.9279902577400208,0.9248955845832825,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,16,Ben O'Connor,Team Jayco AlUla,16.0,5,2.746555805206299,top5,top5,True,1,1,2.1,0.8865274786949158,0.9070685505867004,0.9529597759246826,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,17,Bruno Armirail,Decathlon AG2R La Mondiale Team,17.0,76,0.6977881118655205,outside_top20,outside_top20,True,1,0,2.1,0.08583710342645645,0.24405311048030853,0.3678978979587555,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,18,Jhonatan Narváez,UAE Team Emirates - XRG,18.0,26,1.672055721282959,outside_top20,rank_11_20,False,1,0,2.1,0.5753059983253479,0.49517977237701416,0.6015699505805969,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,19,Jordan Jegat,TotalEnergies,19.0,29,1.6373792886734009,outside_top20,rank_6_10,True,1,0,2.1,0.44909268617630005,0.5835210084915161,0.6047655940055847,0,0,1
tour-de-france_2025_ST12,12,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,actual_top20,20,Aurélien Paret-Peintre,Decathlon AG2R La Mondiale Team,20.0,53,1.0719069093465805,outside_top20,rank_11_20,False,1,0,2.1,0.24761691689491272,0.23728825151920319,0.5870017409324646,0,0,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,1,Tadej Pogačar,UAE Team Emirates - XRG,5.0,1,2.903373420238495,top5,top5,False,1,1,2.1,0.9697242975234985,0.9628577828407288,0.9707913398742676,1,1,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,2,Jonas Vingegaard,Team Visma | Lease a Bike,6.0,2,2.854188323020935,top5,top5,True,1,1,2.1,0.9260169863700867,0.9461898803710938,0.9819814562797546,0,1,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,3,Aleksandr Vlasov,Red Bull - BORA - hansgrohe,49.0,3,2.8449057936668396,top5,top5,True,1,1,2.1,0.8858686089515686,0.9735780954360962,0.9854590892791748,0,0,0
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,4,Matteo Jorgenson,Team Visma | Lease a Bike,115.0,4,2.7954282760620117,top5,top5,True,1,1,2.1,0.9212401509284973,0.9363312125205994,0.937856912612915,0,0,0
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,5,Marc Hirschi,Tudor Pro Cycling Team,83.0,5,2.758875787258148,top5,top5,False,1,1,2.1,0.9338393807411194,0.9059763550758362,0.9190600514411926,0,0,0
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,6,Adam Yates,UAE Team Emirates - XRG,18.0,6,2.7317190766334534,rank_6_10,top5,True,1,1,2.1,0.8362963795661926,0.9222959876060486,0.9731267094612122,0,0,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,7,Ben O'Connor,Team Jayco AlUla,32.0,7,2.7122820019721985,rank_6_10,top5,True,1,1,2.1,0.8728082180023193,0.8990141749382019,0.9404596090316772,0,0,0
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,8,Enric Mas,Movistar Team,7.0,8,2.693327486515045,rank_6_10,top5,True,1,1,2.1,0.7688685059547424,0.9405014514923096,0.9839575290679932,0,1,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,9,Carlos Rodríguez,INEOS Grenadiers,15.0,9,2.660356819629669,rank_6_10,top5,True,1,1,2.1,0.7938796281814575,0.8933056592941284,0.9731715321540833,0,0,1
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,10,Magnus Cort,Uno-X Mobility,138.0,10,2.396207094192505,rank_6_10,top5,True,1,1,2.1,0.6844953298568726,0.8537118434906006,0.8579999208450317,0,0,0
tour-de-france_2025_ST16,16,standard,TabPFNClassifier | variant=standard | score=score_topk_raw_sum,TabPFNClassifier,final_standard_model,"{""average_before_softmax"": true, ""balance_probabilities"": true, ""n_estimators"": 4, ""softmax_temperature"": 0.8}",score_topk_raw_sum,p_top5_raw + p_top10_raw + p_top20_raw,predicted_top20_by_score_topk_raw_sum,11,Alex Aranburu,Cofidis,16.0,11,2.3302429914474487,rank_11_20,top5,False,1,1,2.1,0.6804255843162537,0.8554693460464478,0.7943480610847473,0,0,1
